Пальма;Увиденная во сне пальма - благоприятный знак. Если во сне Вы видите пальмовую рощу, то жизнь засыплет Вас своими щедротами. Если Вам приснилось, что Вы поливаете пальму в кадке, то в реальной жизни Вы попытаетесь реализовать абсолютно бредовый проект. И это у Вас непременно получится!
Палуба;Если во сне Вы на палубе корабля во время шторма, то судьбой Вам уготованы серьезные испытания, чтобы сломить Вашу волю. Возможно, пошатнется устойчивость Вашего брака. Однако если море спокойно и отчетливо виден свет маяка, то путь к успеху открыт перед Вами. Влюбленным такой сон сулит счастье. 
Палка;Если во сне Вы держите палку в руках для самообороны, то в реальной жизни Вас невозможно застать врасплох. Если Вам приснилось, что у Вас хватает сил переломить толстую палку, то и наяву Вы справитесь с теми проблемами, которые изначально казались Вам непреодолимыми. 
Палач;Если во сне Вы видите, как палач выполняет свою работу, то в реальной жизни Вам придется смириться с обстоятельствами. Если Вам приснилось, что палач отказался от порученного ему задания, то наяву Ваша бунтарская натура нередко подводила Вас в непростых жизненных ситуациях. Быть самому палачом означает, что в глубине души Вы недовольны той работой, которую вынуждены выполнять, поскольку осознаете, что это не самый честный способ зарабатывать деньги. 
Палитра;Если во сне Вы наблюдаете за тем, как художник смешивает краски на палитре, то в реальной жизни Вы очутитесь в водовороте событий, порой не будучи способным понять, что же происходит на самом деле. Сон, в котором Вы перебираете цвета палитры (будь то на компьютере или просто) и никак не можете остановить свой выбор, то Вам следует быть готовым к тому, что жизнь поставит Вас в достаточно жесткие условия, когда от быстроты принятого Вами решения будет зависеть Ваше будущее. 
Палатка;Если Вам приснилось, что Вы находитесь в палатке, то Вас ожидают крупные перемены. Если во сне Вы видите палаточный городок, то Вам предстоит поездка с малоприятными попутчиками. Старые и порванные палатки предвещают неприятности. 
Палас;Если Вам приснилось, что Вы испортили палас, то наяву Вас ожидают потери, которые, несмотря на свою незначительность, расстроят Вас очень сильно. Если во сне Вы пылесосите или чистите палас, то в реальной жизни затраченные Вами усилия окажутся не напрасными. Сон, в котором Вы раскатываете палас и обнаруживаете в нем какой-либо сюрприз, означает, что Вы больше склонны верить в шальную удачу, нежели в повседневный труд, который приносит успех. 
Пакет;Если Вам приснилось, что Вы получаете какой-либо пакет, то Вас ожидает приятное времяпрепровождение в веселой компании. Отправлять пакет - к разочарованиям и потерям. 
Сонник на букву «Н»;
Падать;Сон, в котором Вы падаете и испытываете при этом страх, означает, что на Вашем пути Вам встретятся серьезные испытания, но Вы с ними благополучно справитесь. Если Вам приснилось, что Вы упали и повредили себе что-либо, готовьтесь к трудностям и конфликтам с друзьями. 
Павлин;Видеть во сне павлина - к сложностям в общении с окружающими. Если Вам приснилось, что Вы видите, как павлин распустил свой хвост, то наяву Вам не следует верить обещаниям, которые дают Ваши знакомые. Если во сне Вы слышите крики павлина, то Вам следует быть готовым к тому, что неприятности могут отразиться на благополучии Вашей семьи. 
Незнакомец;"Встреча с незнакомцами может являться признаком как добра, так и зла. Все зависит от того, какое впечатление на Вас производит внешность этих людей. Если внешность незнакомца приятна, то сон обещает добро; если же он уродлив и угрюм, то ожидайте беды. Если Вам снится незнакомый человек, но Вы понимаете, что на самом деле это Вы и есть, то наяву Вам придется решать довольно-таки странные проблемы. "
Независимость;Если во сне Вы ощущаете свою независимость от условностей общественной жизни, то не исключено, что в реальной жизни с Вами поступят несправедливо. Если Вам приснилось, что благодаря деньгам Вы стали независимы, то наяву Ваши результаты будут намного скромнее, чем Вы ожидали. 
Нежность;Сон, в котором Вы испытываете нежность к Вашему возлюбленному, то наяву у Вас возникли сомнения в искренности его чувств. Если во сне Вы испытываете нежность к кому-либо из близких родственников, то, возможно, от Вас потребуется помощь. 
Негр;Увидеть во сне негра означает, что Вас ожидает нечто новое и необычное. Если Вам приснилось, что Вы занимаетесь сексом с представителем негроидной расы, то в реальной жизни Вам наскучило однообразие. Если во сне Вы находитесь в стране, где Вас окружают одни негры, то наяву Вы чувствуете себя неуютно среди тех, кто рядом с Вами. 
Невеста;Если девушка видит себя в качестве невесты и довольны своим платьем, то, возможно, ее ожидает крупное наследство. Если же она недовольна своим нарядом, то это означает разочарование из-за того, что ее надеждам будет не суждено сбыться. Целовать невесту - к примирению друзей. Если Вам снится, что невеста целует Вас, то Вам обеспечено крепкое здоровье, а Вашей возлюбленной - удача. Если невеста целует других - у Вас будет много друзей и удовольствий. Если девушка видит себя во сне невестой, однако она равнодушна к своему жениху, то ей следует ожидать мелких неприятностей, которые могут испортить радость. 
Находка;В общем случае, находка снится к удаче. Если во сне Вы нашли клад, то в реальной жизни Вы испытываете материальные затруднения и озадачены вопросом поиска средств к существованию. 
Небо;Если во сне Вы видите ясное синее небо, то Вам уготованы встречи с интересными людьми и увлекательные поездки. Но если небо хмурое или затянутое тучами, то такой сон символизирует крушение надежд. Сон, в котором Вы летите по небу в окружении фантастических существ, является дурным предзнаменованием. Опасайтесь своей ревности, не дайте ей завладеть Вами. Если во сне небо из синего становится багровым, то возможны катаклизмы в виде общественных беспорядков и бунта. Сон, в котором Вы возноситесь на небо, означает, что Вы сможете добиться поставленной цели, однако это не принесет Вам ожидаемой радости. Если подобный сон приснится молодому человеку, то он может предвещать восхождение по лестнице славы. 
Насос;Если во сне Вы видите насос, то Ваша энергия и уверенность в успехе коммерческих дел станут залогом Вашего процветания. Сломанный насос снится к тому, что семейные заботы поглотят Ваши силы. Если Вам приснилось, что Вы пользуетесь насосом, то Ваша жизнь будет наполнена удовольствиями, а все начинания принесут прибыль. 
Натурщик;Если во сне Вы видите натурщика, то Ваша общественная деятельность потребует немалых расходов, что вызовет ссоры в семье. Для молодой женщины сон, в котором она видит себя натурщицей или хочет ею стать, означает, что наяву любовная связь принесет ей беду из-за эгоистичности ее возлюбленного. 
Насекомые;Видеть во сне насекомых - к болезни. Если Вам приснилось, что вокруг Вас кружит надоедливое насекомое, то в реальной жизни Вы устали от проблем, которые нарастают как снежный ком. Если же Вам удалось избавиться от этого насекомого, то и в реальной жизни Вы сумеете преодолеть все возникшие трудности. Если во сне Вы рассматриваете какое-либо необычное красивое насекомое, то в ближайшем будущем Вас ожидает радость общения с друзьями и приятное времяпрепровождение. Сон, в котором Вы видите ужасных насекомых неимоверных размеров, символизирует Ваши страхи. 
Наследство;Если Вам приснилось, что Вы получили наследство, то наяву у Вас будут все условия, чтобы воплотить мечты в жизнь. 
Насморк;Если Вам приснилось, что Вас мучает насморк, то мелкие неприятности могут стать причиной серьезных конфликтов как на работе, так и в семье. Если во сне Вы чувствуете, что задыхаетесь от сильного насморка, то в реальной жизни Вы испытываете страх и обиду оттого, что Вы остались один на один с проблемами. 
Наряд;Для замужней женщины сон, в котором она примеряет наряд невесты, означает, что за внешним благополучием ее семейной жизни скрывается глубокая неудовлетворенность. Сон, в котором Вы шьете кукольные наряды, предвещает радость встречи со старыми друзьями. Если во сне Вы рассматриваете наряды в журнале мод, то в реальной жизни Вы остро ощущаете необходимость перемен. Если Вам приснилось, что на службе Вы получаете наряд вне очереди, то этот сон может означать, что Вы попытаетесь подчинить других людей своей воле. Однако не перегибайте палку в семье, ибо это может закончиться крупными скандалами. 
Наручники;Если во сне Вы видите, что на Ваши руки надеты наручники, то наяву происки Ваших неприятелей будут сильно раздражать Вас. Видеть других в наручниках означает, что наяву Вы подчините своей воле людей, ранее притеснявших Вас, и добьетесь более высокого социального статуса. Рассматривать наручники - к болезни или нависшей опасности. Если Вам удалось сломать или разорвать наручники, то Вы сможете избежать тех бед, в которые хотели ввергнуть Вас Ваши враги. 
Нарыв;Если Вам приснился созревший нарыв, то наяву Вас будут подстерегать неудачи, в то же время в Вашем сердце останется место для сочувствия неприятностям других людей. Видеть во сне нарыв, из которого вытекает кровь и гной, означает, что в ближайшее время с Вами произойдут малоприятные события. Если Вам приснилось, что нарыв у Вас на голове, то ждите известий о болезни кого-то из Ваших близких. 
Наркоман;Видеть во сне наркомана - неблагоприятный знак. Сон, в котором Вы видите, как наркоман вводит себе дозу наркотика, предвещает Вам болезнь, виновником которой будете Вы сами. Если Вам приснилось, что Вы или кто-то из Ваших близких стал наркоманом, то Вам следует быть готовым к тому, что окружающие попытаются помешать осуществлению Ваших планов. 
Напиток;Если во сне Вы пьете какой-либо напиток и никак не можете утолить жажду, то в реальной жизни Вы устали от постоянных тягот и лишений. Сон, в котором Вы пробуете какой-то очень вкусный напиток, однако никак не можете определить, что это такое, означает, что жизнь поставит перед Вами вопросы, на которые Вы не сможете найти ответы. Если Вам приснилось, что Вы пьете алкогольный напиток, но не пьянеете, то наяву Вам предстоит доказывать свое право на счастье. 
Наркотики;Если Вам приснилось, что Вы пользуетесь наркотиками и входите в состояние наркотического опьянения, то наяву Вы устали от окружающего Вас давления и стремитесь уйти от реальности. Если во сне Вы обнаруживаете, что близкий Вам человек принимает наркотики, то в реальной жизни будьте внимательны и берегитесь обмана. Для молодой женщины сон, в котором она обнаруживает у себя наркотики, предупреждает ее о том, что она рискует ошибиться при выборе спутника жизни. 
Наперсток;Если во сне Вы пользуетесь наперстком, то в реальной жизни Вас будут окружать люди, которым Вам будет приятно доставить радость. Для мужчины сон, в котором он видит, как женщина пользуется наперстком, означает, что он будет независим в принятии жизненно важных решений. Потерять наперсток означает, что Вас ожидает бедная, полная неудач жизнь. Получить в подарок или купить новый наперсток означает, что Вам предстоят новые знакомства, которые доставят Вам удовольствие. Видеть во сне старый или сломанный наперсток означает, что Вы рискует совершить некий неразумный поступок. 
Нападение;Для молодой женщины сон, в котором она является жертвой нападения, означает, что ей предстоит справиться с серьезными неприятностями, возможно, в личной жизни. Если Вам приснилось, что Вы сами совершаете нападение, то в реальной жизни многие упрекают Вас в нерешительности. Если во сне Вы узнаете о каком-либо нападении, то Вам следует быть готовым к проискам врагов, которые не остановятся в выборе средств для причинения Вам максимального вреда. 
Намордник;Если во сне Вы видите собаку в наморднике, то в реальной жизни лишь случайность уберегла Вас от серьезных неприятностей. Сон, в котором Вы надеваете намордник на собаку, предостерегает Вас от необдуманных поступков. Покупать намордник - к осложнению отношений как в семье, так и в рабочем коллективе. 
Наказание;Если Вам приснилось, что Вас наказывают, то наяву Вы не были достаточно осторожны и предусмотрительны при ведении своих дел. Если во сне Вы сами кого-то наказываете, то Ваш самый близкий человек окажется довольно-таки несносным типом. Сон, в котором родители наказывают своих детей, означает, что они смогут воспитать своих отпрысков честными и достойными людьми, хотя им и не удастся повлиять на недостатки характера. 
Налоги;Если Вам приснилось, что Вы платите налоги, то наяву Вас ждет спокойная, безмятежная жизнь. Видеть во сне, как другие платят налоги, означает, что Вы будете вынуждены обратиться за помощью к друзьям. Сон, в котором Вы не в состоянии заплатить налоги, означает, что наяву Вас постигнет неудача в Ваших начинаниях. Если же Вы подвергаетесь штрафу за неуплату налогов, то в Вашей жизни произойдут большие неприятности. 
Найти;Сон, в котором Вам удается что-либо найти, предупреждает о грядущих событиях. Найти перчатки означает, что вскоре Вы выйдете замуж или женитесь. Найти иголку - к новым интересным знакомствам. Найти спрятанную вещь означает, что Вас порадуют неожиданные события. Найти во сне подкову - к большой удаче. Для женщины такой сон сулит верного заботливого супруга. Найти ключи означает семейное счастье и успех в делах. Если во сне Вы заблудились и не можете найти искомое здание, то в жизни Вас одолевает жажда приключений. 
Нагота;Видеть себя во сне голым - к скандалам и неразумным поступкам. Видеть голыми других означает, что наяву Вас попытаются уговорить поступиться своими идеями. Если Вам приснилось, что Вы обнаружили, что на Вас нет одежды, и Вы пытаетесь прикрыть наготу, то наяву Вы будете стремиться к сомнительным удовольствиям, хотя и стыдиться их. Если молодая женщина восхищается красотой своего обнаженного тела, то в реальной жизни ей удастся привлечь внимание многих достойных мужчин, однако ей будет трудно удержать кого-либо из них. Если же ее нагота безобразна, то ей следует остерегаться скандалов. Плавать обнаженной в чистой воде - к запретной, но сладостной любви, за которую женщина, увидевшая такой сон, будет наказана. Если женщина видит во сне обнаженных мужчин, плавающих в чистой воде, то у нее будет много поклонников. Но если вода грязная или мутная, то один из ее ревнивых поклонников распространит о ней злые сплетни. 
Надпись;Если во сне Вы видите некую надпись, то наяву Вас ожидает малоприятное известие. Если Вам приснилось, что Вы читаете надписи на надгробиях, то Вас расстроит серьезная болезнь кого-то из близких. Писать на надгробиях - к потере любимого друга. 
Наволочка;Если во сне Вы видите, что наволочка чем-то испачкана, то Вам следует быть готовым к неприятностям. Не исключены проблемы со здоровьем Вашим или Ваших близких. Если во сне Вы надеваете наволочку на подушку, то в реальной жизни Вы попытаетесь утаить от своих близких некоторые обстоятельства своей жизни. Для молодой женщины сон, в котором она спит на белоснежной наволочке с вышивкой, сулит красивый любовный роман. 
Наводнение;Если во сне Вы видите, как вода разливается и покрывает все больше и больше суши, то готовьтесь к капризам судьбы. Особенно плохо, если поток воды смывает и Вас, так как может означать, что Вас ожидают болезни, финансовые потери, семейные неурядицы. Если Вам снится наводнение, бурными потоками заливающее города и деревни, то в наяву Вас ждет некое глобальное бедствие. Видеть во сне, как людей смывает во время наводнения, предсказывает тяжелые утраты и отчаяние, которые сделают жизнь безрадостной и разорительной. Сон, в котором Вы видите огромные пространства, залитые чистой водой, обещает прибыль и умиротворение после, казалось бы, безнадежной борьбы с фортуной. 
Навоз;Сны, в которых Вы видите навоз, являются хорошим предзнаменованием. После такого сна ждите приятных сюрпризов. Особенно благоприятен подобный сон для фермеров, он предсказывает им обильный урожай. 
Набережная;Сон, в котором Вы едете в автомобиле вдоль набережной, предвещает несчастья. Если же Ваша поездка окажется беспроблемной, то Вам удастся обратить неприятности себе на пользу. Если же Вы скачете по набережной верхом на лошади, то Вы сможете без труда преодолеть все препятствия на пути к Вашей заветной цели. Идти вдоль набережной пешком означает, что Вам предстоит борьба за место под солнцем, из которой Вы выйдете победителем. 
Мать;Если Вам приснилось, что в Вашем доме появилась Ваша мама, то это знак того, что за что бы Вы ни взялись, у вас все получится. Если во сне Вы разговариваете с матерью, то вскоре Вы получите долгожданные хорошие новости. Для женщины увидеть мать во сне - предвестник приятных обязанностей и семейного счастья. Слышать во сне, что мать зовет Вас, служит напоминанием о Ваших обязанностях, а также является знаком того, что Вы выбрали неправильное направление для развития Ваших коммерческих дел. Если Вам снится, что мать плачет или кричит от боли, то это предупреждает Вас об ее болезни или приближающейся к Вам беды. 
Лжец;Если Вы понимаете, что люди, увиденные Вами во сне, лгут, то в реальной жизни Вы можете потерять веру в осуществление задуманного Вами проекта, на который Вы потратили много сил. Если Вам приснилось, что Вас называют лжецом, то наяву лживые люди будут вызывать у Вас раздражение. Для молодой женщины сон, в котором она называет своего возлюбленного лжецом, означает, что она может потерять верного и преданного друга. 
Летучая;Если во сне Вы видите летучую мышь, то это очень неблагоприятный знак. После такого сна Вы должны быть готовы к разного рода бедам и напастям, которые не замедлят обрушиться на Вас. 
Лесть;Если Вам приснилось, что Вам пытаются польстить, то наяву Вы получите незаслуженные почести и славу. Кроме того, это является признаком клеветы, а также того, что кто-то стремится Вам навредить. Если во сне Вы сами расточаете льстивые похвалы, то в реальной жизни Вам придется поступиться собственными принципами ради достижения материального достатка. Упрекать кого-то за лесть предвещает успешное разрешение проблем. Если такой сон приснится молодой девушке, то он предвещает ей обман со стороны любимого. 
Летать;"Если Вам приснилось, что Вы парите высоко над землей, то будьте готовы к семейным неурядицам; если летите низко - к нетяжелым болезням. Сон, в котором Вы летите над грязной водой, призывает Вас уделять больше времени своим делам, ибо в противном случае конкуренты воспользуются Вашим невниманием. Если Вы летите над руинами, то это может быть символом скуки. Если во время полета Вы рассмотрите внизу зеленую крону деревьев и траву, то Вас ожидают временные затруднения, которые вскоре сменятся удачей. Если Вам снится космический полет к Луне и другим планетам, то возможны глобальные катаклизмы - войны, эпидемии, голод. Сон, в котором Вы летите на черных крыльях, означает, что Вас постигнет горькое разочарование. Молодому человеку увидеть себя летящим на белых крыльях - знак успеха в бизнесе и любви. Если такой сон часто повторяется, то это знак увеличивающегося благосостояния и исполнения желаний. Если во время полета Вы падаете, то и в жизни Вам грозит падение. Однако если в этот момент Вы проснулись, то Вам удастся справиться с проблемами. Для молодой женщины сон, в котором она перелетает из одного города в другой и приземляется на куполе церкви, означает, что ей предстоит отстаивать свои идеи и убеждения. Также ей угрожает ухудшение здоровья. Возможна смерть кого-то из ее близких. Если ей снится, что ее подстрелили, то ей следует остерегаться козней врагов на пути к ее успеху. "
Лесбиянка;Видеть во сне лесбиянок - неблагоприятный знак. Если мужчине приснилось, что его возлюбленная оказалась лесбиянкой, то наяву он слишком мнителен и склонен к ревности. Возможно, ему следует пересмотреть свое отношение к жизни, в противном случае, он может потерять свою возлюбленную. Ведь изменять и иметь свободу действий - разные вещи. Для молодой женщины сон, в котором она видит себя лесбиянкой, говорит о том, что она весьма не уверена в себе и собственных силах. 
Лестница;Подниматься по лестнице - к удаче и счастью, спускаться - к неприятностям в деловой и личной жизни, упасть с лестницы - стать объектом зависти и недоброжелательных помыслов. Видеть других людей спускающимися по лестнице означает, что грядут далеко не лучшие перемены в жизни. Если во сне Вы видите широкую красивую лестницу, то Вам суждено богатство и слава. Если Вам приснилось, что вы сидите на ступенях лестницы, то это означает, что Вы на пути к процветанию. Однако не ждите быстрых результатов. 
Лень;Если Вам приснилось, что Вы поддаетесь лени, то наяву Вы рискуете допустить серьезную ошибку, которая не преминет сказаться в дальнейшем. Для молодой женщины сон, в котором она видит, что ее возлюбленный безмерно ленив, предвещает ей неудачу в достижении всеобщего восхищения, а своим поведением она отвратит от себя потенциального жениха. 
Лес;Оказаться во сне в лесной чаще - к неудаче как в коммерческих, так и в семейных делах. Если при этом Вы испытываете голод и холод, то, возможно, Вас ожидает длительная поездка, целью которой станет уладить некое неприятное дело. Сон, в котором Вы видите красивый величественный лес с густой кроной, является символом процветания и удовольствия. Литераторам этот сон сулит славу и признание читателей. 
Лента;Если Вам приснилось, что Ваша одежда украшена лентами, то в ближайшем будущем Вы сможете расслабиться в кругу друзей. Для девушки видеть во сне, что она украшает свой наряд или свою прическу лентами, означает, что она может упустить свой шанс на удачное замужество из-за собственного легкомыслия. Если же она видит ленты на других девушках, то ей следует быть готовой тому, что свое право на любовь надо доказывать. Покупать ленты - к легкому жизненному пути. Если девушке не нравятся ее ленты, то вскоре она узнает о существовании соперницы. 
Лекция;Если Вам приснилось, что Вы заснули на лекции, то наяву Вы стремитесь доказать окружающим, что Вы способны самостоятельно мыслить и принимать решения. Если во сне Вы слушаете интересную лекцию, то в реальной жизни Вы окунетесь в водоворот захватывающих событий. Сон, в котором Вы сами читаете лекцию, означает, что от Вас потребуется принятие важного решения. 
Лен;Увидеть во сне лен - благоприятный знак. Такой сон сулит удачу во всех Ваших начинаниях. 
Лекарство;Если во сне Вы принимаете приятные на вкус лекарства, то наяву Вам не избежать неприятностей, однако в итоге все образуется, и Вы же окажетесь в выгоде. Однако если вкус лекарства Вам противен, то проблемы окажутся действительно серьезными. Если Вы даете лекарство другим людям, то Вы, сами того не желая, можете причинить боль близкому человеку. 
Лед;Если Вам приснился лед, то Вам следует быть готовым к невзгодам и опасаться удара в самое незащищенное место. Если Вам приснились льдины в потоке чистой воды, то наяву Ваше безмятежное счастье может быть омрачено завистливыми друзьями. Если во сне Вы идете по льду, то не исключено, что наяву Вы предпримите резкий поворот и расстанетесь с привычной комфортной жизнью. Для молодой женщины сон, в котором она идет по льду, означает, что ей следует быть намного осторожней в своем поведении, ибо она может привлечь к себе слишком много общественного внимания. Сосульки на домах снятся к нищете и недостатку уюта. Также возможно ухудшение здоровья. Сосульки на заборе означают возможные страдания душа и тела. Сосульки на деревьях означают, что Ваши перспективы станут еще более мрачными. Сосульки на хвойных деревьях предвещают, что блестящее будущее будет скрыто под тенью сомнений. Сон, в котором Вы делаете лед, предупреждает о том, что наяву Вы рискуете потерпеть неудачу из-за своего эгоизма и самонадеянности. Сосать лед - к болезни. Пить во сне воду со льдом - предупреждение о том, что легкомыслие может привести к серьезным последствиям и болезням. Если во сне Вы купаетесь в ледяной воде, то Вам не стоит особо рассчитывать на запланированный отдых, так как он может быть прерван непредвиденными обстоятельствами. 
Ледоход;Если во сне Вы испытывается радостное ощущение, наблюдая за ледоходом, то в реальной жизни у Вас наконец-то наступает долгожданный период радости и удачи. Если Вам приснилось, что во время ледохода кого-то унесло на льдине, то наяву Вам следует проявить предельную осторожность, чтобы не попасть в ловушку, поставленную Вашими недоброжелателями. 
Ласточка;Ласточка символизирует мир и семейную гармонию. Если Вам приснилась раненая или мертвая ласточка, то Вам не избежать печали. 
Лев;Видеть во сне льва означает некую силу, которая находится вне Вас. Победить льва означает, что Вы сможете выйти победителем из любой ситуации. Если же лев одолеет Вас, то наяву Вам следует быть осторожней. Сон, в котором Вы видите львов, закрытых в клетке, означает, что Ваш успех будет зависеть от того, сможете ли Вы справиться с врагами. Сон, в котором Вы видите дрессировщика львов, означает, что благодаря своему уму и своей интуиции Вы сможете достичь высот как в делах, так и в любви. Львята снятся к началу нового периода Вашей жизни, который обещает быть успешным, если Вы заранее к нему подготовитесь. Для молодой женщины такой сон сулит хороших поклонников. Слышать во сне рычание льва, но не видеть его, обещает мужчинам успех у женщин. Если во сне Вы увидели над собой рычащую львиную голову с оскаленными зубами, то на Вашем пути к успеху Вас ожидает поражение. Увидеть во сне львиную шкуру означает, что судьбою Вам уготованы счастье и удача. Если Вам удалось одолеть льва и взобраться к нему на спину, то Ваших сил и энергии хватит для достижения любой поставленной цели. Сон, в котором Вы защищаете своих детей ото льва, означает, что Ваши враги пытаются вторгнуться не только в Ваши коммерческие, но и в семейные дела. 
